Username,Name,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,Views
@AhtzazGillani,𝐒𝐲𝐞𝐝 𝐀𝐡𝐭𝐳𝐚𝐳 𝐆𝐢𝐥𝐥𝐚𝐧𝐢 ✪,16 Mar 2022,I want to  buy  Iphone  Someone wants to sale ,,,,
@Jayecane,JAYE CANE,15 Mar 2022,I want to  buy you a laptop for school & a iPhone ,,,,
@healingbeartae,marri⁷rest,15 Mar 2022,"i want to  buy the purple iPhone but i always buy black, grey or white I’m scared I’ll regret it ",,,,
@ConferWithTerry,Saygex,15 Mar 2022,"so my friend from Singapore said he can buy  iPhone as a part time worker salary there in a month by cash, and studying double degree atst. While if I want to  buy the same iPhone here I need to work 3-4 months and starve myself often. The disparity is so surreal. ",,,,
@sulleka2005,Sulemana Issahaku,14 Mar 2022,"Customer: I want to  buy  iPhone 13,

Seller: how do u want to do the payment,
            Credit card or kidney ?

Customer:  kidney ofcos, where the hell will I get the money from? ",,,,
@dogfather07,baki,14 Mar 2022,Please buy why do people call having an iPhone a win? I want to understand that. I see Nigerians posting their friends iPhone and saying more tools more wins. What does it mean? ,,,,
@MChiemena,Mazi Onowu,14 Mar 2022,@MaziChiemena ,1,,1,
@The_IulianD,NO,14 Mar 2022,@WestPhillyGuy60 and and @utsavtechie ,,,1,
@bibi_updates,Bibi updates,14 Mar 2022,"220314 @nakedbibi  #BIBI  #비비 Fan: I finally watched 일장춘몽 [Life is But a Dream] and now I want to  buy an iPhone and I'm not even a person who takes videos
Bibi: You watched Life is But a Dream aaaa so impressive ㅠㅠ Park Chan-wook is so impressive ㅠㅠ I like it so much ㅠㅠ ",2,8,14,
@Sisana__G,G I G I,13 Mar 2022,I want to sell my Instagram account and buy an iPhone 13 ,,,,
@jaddaa_marie,mur,13 Mar 2022,I knowww saying that I feel I want to  buy a new iPhone this year woulda bite me in the ass. My phone decided jusso it want to play mad now ,,,,
@GhostDigital2k,Bryant,13 Mar 2022,I do not know if I want to  buy a Galaxy Note or an iPhone as a backup phone. ,,,,
@iamthepreence,OLU OF MANCHESTER,13 Mar 2022,"Good morning tweeps, I want to  buy  iPhone . And I'm confused, please suggest for me. ",,,,
@praisegeorge,Praise George,12 Mar 2022,"I want to get an iPhone dedicated to making TikTok videos.
Which is the most affordable and best version to buy ? 
I thought about getting iPhone 8. ",,,,
@kichuna_licious,therichAunty,12 Mar 2022,"My mum is so entitled I am telling her I buy her iPhone 13 pro and she says no I want like yours Iphone 13 pro max am like there is no difference, the difference is the screen size she like why do I want to get her a small screen Kwani yeye ni mdogo ",,,,
@lostplut6,min yoongi! ⁷ on the street,12 Mar 2022,i want to save money to buy an iphone  ,,,,
@Cryptopimp661,Baron von Cornpop,12 Mar 2022,@Xboxiswhereiam @SureFireSteaks and and @DonutOperator ,1,,19,
@neelepdorf,Neele Pln,11 Mar 2022,@NTFTWT ,,,1,
@MaxMust84046626,Max Mustermann,11 Mar 2022,@tldtoday ,,,,
@alternate_lagos,Alternate of Lagos,10 Mar 2022,"I want to start Yahoo Yahoo like this.
I don buy laptop, 4 sim cards, 2 iPhone , 1 side bag, 3 palm slippers, 2 Dior cloth, 2 balenciaga trousers, bleaching cream.

Wetin remain ",,,,
@EknoredaVickky,Victoria,10 Mar 2022,I want to sell this phone iPhone 7 . I just want to buy a good phone with good camera and enough space I keep deleting pics everyday E don tire me ,,,,
@fushiovi,oVi,10 Mar 2022,I’m so sad that I want to  buy a new iPhone like it’s going to change everything lol ,,,,
@hazyzah_oo,dear~zyzah,10 Mar 2022,They've use iMessage game to collect my man  I want to  buy  iphone 13 please ,,,,
@ryanckulp,Ryan Kulp,9 Mar 2022,Rick Ross sold crack on his iPhone . i want to  buy and sell businesses on my iPhone  @microacquire ,,,,
@DoTOEIC_English,英語がんばるぞ,9 Mar 2022,"iPhone SE3, iPad Air5, etc was released today. I'm interested in iPad Air5 but  I don't buy it. I want to  buy iPad Pro. ",,,,
@iPraveen50,Praveen,9 Mar 2022,Apple launched iPhone SE 3. I want to  buy it on my own and my revenue till now is 0 ,,,,
@MCamp36863535,M Camp,9 Mar 2022,I want to get an iPhone and AirPods to buy we all can’t get what we want ,,,,
@nXOvmbr,Edits by NXOVMBR,9 Mar 2022,I want to  buy  iphone SE ,,,,
@jayzzlemynizzl,jayroul doria,9 Mar 2022,I want to  buy the new (well not really new) 2022 iPhone SE because of its specs but I freaking hate small things ,,,,
@VARUNGUPTA1992,Varun Gupta,9 Mar 2022,@geekyranjit ,2,,1,
@benji_poppins,Benji Poppins,8 Mar 2022,@GaGa_460 and and @Nerdy_Addict ,2,,3,
@durian3960,ゆくどり/ //,8 Mar 2022,@wildwallker ,1,,1,
@tweets_bongo,TWEETS,8 Mar 2022,i want to  buy  iphone 12 plain ,,,,
@Jayne_Freeman,JAYNE FREEMAN,8 Mar 2022,@CeXSupport  I want to take my old iPhone 7 into my local CEX to sell but I don’t have a charger for it. Will they still buy it? Thanks ,,,,
@teacrosssing,tea,8 Mar 2022,"i want to  buy a new iphone but i’ve heard the trade in offer sucks unless you do it at the store physically, but my only option is to do it online so i’m so undecided ",,,,
@shawncrigger,Shawn Crigger,7 Mar 2022,@ninan_phillip ,,,,
@bpeel,Neil @bpeel@mastodon.social,7 Mar 2022,I got the iOS port of my app working in the simulator. So now I guess I have to buy an iPhone and pay the 100$/year Apple developer fees if I want to continue down this route. Not sure if this is worth it. ,,,,
@heis_muse,MUSE,7 Mar 2022,@TundeEddnut ,,,,
@kingyeahmi4,King Yeahmi of Odogbolu,6 Mar 2022,Link me to any yahoo boy that is broke. I want to  buy his IPhone or PS4 ,,,,
@shealencurrao,Shealen Currao,6 Mar 2022,If I want to make myself throw up I just think of the time I had to buy a 2 inch iPhone charger at LAX for 50 dollars ,,,,
@seungzero,less,6 Mar 2022,"my parents are buying me an iphone , and I want to gift myself an apple watch but idk which I should buy because I have no knowledge about it ",,,,
@emSubhadeep,Subhadeep Das,6 Mar 2022,@TechnicalGuruji ,,,,
@mattyyonce,Matthew,5 Mar 2022,I want to  buy a new iPhone cover every month ,,,,
@__JSH_,Shalaya,5 Mar 2022,Trying to decide if I want to  buy myself a new phone and give this one to messiah (xr) or get messiah an xr since his iPhone 8 don’t work anymore… ,,,,
@Bronwen6720,Bronwen,5 Mar 2022,"@Huawei you think I want to spend 1hr every night trying to link my fit band to my mobile? I’ve never known such a useless make in all my life & people, don’t even bother buying one or trying to connect it to an iPhone because it just won’t work properly. Off to buy non huawei. ",,,,
@GNFSBREAST,nin,4 Mar 2022,"someone buy me iphone , i want to add my close moots phone number from across the world ",,,,
@WilliMetru,WilliMetru,4 Mar 2022,. @itsiclassic I just watched your iOS 6 downgrade tutorial. I want to  buy an iPhone 5. I found one with iOS 10.3.4 in excellent condition. Can I buy it and downgrade it to iOS 6? ,,,,
@myriam_4_ever,myriam_4_ever,4 Mar 2022,I have the the iPhone 12 x pro my camera is a shit when i want to zoom. And all things on apple it a shit. You buy application and you change the forfait it tell you they will refund the difference but it a liar. They like keep the money. ,,,,
@ginampedraza,Gina,4 Mar 2022,I got my first check and I want to  buy a new iPhone . I want the iPhone 11…and he’s telling me no ummm it’s my check??? My XR is so slow and can barely hear anyone talk ,,,,
@Dragan8er,CJTJ,4 Mar 2022,@itsallafugazi and and @WadeyNinja ,,,1,
@Balmain,Balmain,,"Revivez le défilé Balmain Automne-Hiver 2023, mettant en lumière le savoir-faire de la Maison et le ""New French Style"" signé Monsieur Balmain. #BALMAINFW23 ",,6,19,210.3K
@stellarhashira,dan • mnl bay fan jehoon defender,3 Mar 2022,can you guys play #genshinimpact smoothly on iphone 13 mini??? i want to continue my adventure and buy aether’s funko ,,,,
@VerdeSelvans,Bradley,3 Mar 2022,"If I want to  buy an iPhone , I will always choose the hero color, for example:
- iPhone 6s in Rose Gold
- iPhone 7 in Jet Black
- iPhone 11 Pro in Midnight Green
- iPhone 13 Pro in Sierra Blue
Etc

Why? It's because usually these colours won't be released again in the next iPhone ",,,,
@Skyllyathome,Skylly,3 Mar 2022,@dbrand ,3,,2,
@its_epercza,ceasor,2 Mar 2022,the day I buy an iPhone from @sagebuyer  I want to appear in all @sempijjastanley's social media platforms ,,,2,
@intakqt,ash,2 Mar 2022,oh okay fuck it now i want to  buy a new phone something about me using an iphone with a home button is not sitting right ,,,,
@GhastyGh_,GHASTYGH,27 Feb 2022,I want to  buy  iPhone 11pro. Any plug here ,,,,
@catherinebarr_,cat,27 Feb 2022,@charlesdlmples ,1,,,
@leaderadv1,Advantage of Ibadan,27 Feb 2022,I want to stop being stubborn and buy an iPhone  ,,,,
@iamDrWill,"Will Deyamport, III, Ed.D.",27 Feb 2022,"When is @Apple going to create a Mac OS for iPhone and iPad? I want to have one, and buy a docking station where I can turn my phone or iPad into a full computer. ",,,,
@Rick145001,Rickyboi,27 Feb 2022,Iv’e decided thar i buy a new iPhone this summer instead of Xbox Series X… i want to have iPhone 10 or 11… i already have Xbox Series S… if that’s the case i can buy an old xbox one yeah i bought skyrim on disc… you guys can affect me… neither got a new teve ,1,,,
@theregoestwelve,shinji,27 Feb 2022,"caype: Don't buy an iPhone , it's too pricey.
Me: But I want to be a social climber and clout chase on starbucks??? 

CHZ HAHAHAHAHA ",,,,
@Ntando_MaDlomo,Ubertas,27 Feb 2022,@KamwiguMoses @EueUnbothered and and @Mualusi_ZA ,1,,1,
@ban_929,بيان-白云,27 Feb 2022,"我要买平果手机

Wǒ yāomǎi píngguǒ shǒujī. I want to  buy an iPhone 平果= píngguǒ。              平果手=píngguǒshǒujī. #أصدقاء_اللغه_الصينيه ",,,3,
@Yang1364668753,Hope_Yang,26 Feb 2022,"Maybe I need to adjust my biological clock to adapt to my normal work life ten days later~ I want to  buy an iphone to shoot vlogs, I will try to start a number and see if I can do it... The iphone also has to be a few hundred bucks bigger, whether to buy it or not... ",,,,
@SumnerRyan,Ryan Sumner,26 Feb 2022,"I kind of want to buy a new phone. Not sure if I want to pass down the android or iPhone route lol. Love both, but got the eco system of apple. Not that it matters or anything, they are both still good.
The Samsung s22 looks nice same with the iPhone 13 ",,,,
@_randomgirl101_,𝓙𝓸𝓪𝓷𝓷𝓮,26 Feb 2022,i said i want to  buy an iphone but i am browsing samsung's website ,,,,
@ABFNA,W.E.B The boy,26 Feb 2022,I’m at the point where I want to  buy a new iPhone cause this whole “not enough storage” shit is annoying. ,,,,
@20231stwin,Raza,25 Feb 2022,@gemhostofficial ,,,,
@Romly,Romly@C101 土曜日 西せ03a,25 Feb 2022,"FaceID壊れたとはいえ、流石にSEの新しいやつくらい出てくれないと買い換える気にはならないなー #iPhone  Though the FaceID is broke, I don't feel I want to  buy a new one. if there were a new SE at least... ",,,,
@tingsonclint,charcOAl,25 Feb 2022,Hala uyy nag adto mig apple store but ang pwede ra ibuy kay ang iphone 13 which is makuha tomorrow or the day after tomorrow pero i want to  buy  iphone 13 pro pero sa online ra sya pwede ibuy and it’ll arrive after 2 weeks iyakkkkkk ,,,,
@Badass_Superdad,Badass Dad,25 Feb 2022,"Friend: I want to  buy  iPhone 13 Pro but it’s out of my budget. 

Me : Why you want Pro ?  

Friend : 3 camera Makes you look rich 

Me : Bsdk, Your 2 out of 3 credit cards are already maxed out 

What’s the point of blowing 30k more just to look rich when u r broke af ",,,,
@zumiluvr,vee!,25 Feb 2022,night shift makes good money tho and i need it if i want to  buy a new phone because my iphone 7 is on life support ,,,,
@fangirling0609,Strawberry,25 Feb 2022,"I want to  buy new phone. it's so hard to choose between iPhone 12 or Samsung z flip 3
GUYS WHAT IS YOUR OPINION ",,,,
@Jayecane,JAYE CANE,24 Feb 2022,I want to  buy you a iPhone and send you $1500 ,,,,
@JezyTech,Jezy | Techsimplified,24 Feb 2022,"@TheTechChap Tom. I want to  buy a charging dock that can charge my Iphone , Watch and Airpods all at the same time and be reliable and quick! Without costing a small fortune. Can you help (video maybe) ",,,,
@YwwiChan,Yuui_,23 Feb 2022,@takuyahasonmin ,1,,1,
@sweetlilpillx,,23 Feb 2022,"my family rules if someone wants to buy something: “pak when you’re free, tell me ya. I want to present my proposal buat ganti iphone and ipad” ",,,,
@malanbady,Bashir.,23 Feb 2022,I want to  buy  iPhone 13 but couldn't find my perfect color (sea blue) still searching ,,,,
@AbdullahAwhad,Abdullah Al-Awhad,22 Feb 2022,Apple confuses its customers by making iPhones every year. It forces me to decide whether I want to  buy the current iPhone or wait until the next one is released in September. ,,,,
@bevedoni,Doniyor,22 Feb 2022,@bevedoni @wanda_hudson and 2 others ,3,1,10,
@_TheMadWolf,Prateek,21 Feb 2022,"I don't need a new phone but I want to  buy the latest iPhone .

Why does wasting money on crap we don't need feels so good? ",,,,
@RichardDesignCo,Torx screw,20 Feb 2022,I want to  buy an iPhone 5 with iOS 6 so bad. ,,,1,
@unKn0wnwallet,Unkownwallets.eth,20 Feb 2022,Should I buy a new iPhone or a Sony a7iii? I want to get back to ,,,3,
@TheHet27,Het Shah,20 Feb 2022,"Random Guy : What's your goal in future?

Me: I want to  buy latest iPhone from an Indian store. ",,,2,
@PlanOnPlanB,Plan on plan ₿,20 Feb 2022,@PlanOnPlanB @CrimsonxxMana and 5 others ,1,,,
@NFM1441,NWFM..,20 Feb 2022,@TimothyCookothy ,,,2,
@jecobex98,Jacob ex,19 Feb 2022,"I want to  buy an iPhone for at
@Baeine1 
Retweet please.... ",,,,
@abenasikagh,ABENA SIKA,19 Feb 2022,"I want to  buy a new phone My budget is 1000ghc 
I want iphone XS Max 256gb or iphone 12 ",,,,
@SimeonAdewuyi,Simeon Newman,18 Feb 2022,"A guy indirectly called me Apa( which means I want to spend lavishly in Yoruba language) because I said I wish I can have an iPhone ; is it your damn money I want to  buy it with, in my own view of you have a money to get a stuff buy it, it is better than stealing it #iphone ",,,,
@kirondephillip,kironde phillip,18 Feb 2022,@CutieBronte ,1,,,
@clark_ferr,zero.ate,18 Feb 2022,You break up with me going two years everytime i dey ok this girl with call out of the blue. I thought i was good but i woke up to four fucking missed calls from her. I ask what’s wrong and she tells me “ I want to  buy an iphone x can you tell me the price” Ohemaa woy3 bayifui. ,,,,
@beckbot_2000,BeckBot 2000,18 Feb 2022,STUPID HEY THEY ARE SHIT t i want to stop your favourite an iphone with a movie and i talk to buy me how to try to say had ,,,,
@saphire3711,Pixie,17 Feb 2022,"As someone who was around before the first Obscura app I want to say how awed I am. @BenRiceM puts so much work into making this the best app they can and it shows!

This new iteration you and @dam_ks got out looks to be just as amazing Anyone who has an iPhone go buy it! ",,,,
@Yao_duchess,Hawa Kamm,17 Feb 2022,I want to  buy an iphone 13pro max cover just incase ,,,,
@TechwithLee81,Lee,16 Feb 2022,I’m debating with myself what you would define as a good network provider. People that resolve your issues quickly or people you never have to call because you don’t have issues? I’m with @EE and the only time I have have to call them is when I want to  buy stuff  #iPhone ,,,,
@Treena_Joyce,Misha Girl,14 Feb 2022,Has anyone bought the Season 1 bundle yet? I want to  buy it but I was wondering once you do where do you find the episodes? I have an iPhone so would it be in the Apple TV app or under my downloads? Does anyone know? ,1,,2,
@Cli4D_BbZ,KING FORD,14 Feb 2022,"I want to  buy  iPhone se 
128g color Red but ebi like e finish for town oooo time too dey go. ",,,,
@astroyzy,illmatix,14 Feb 2022,"I'm tired of these ""album release"" type concerts from @kanyewest . I want to  buy tickets to see Ye perform with a microphone in his hand. I don't care to hear some unfinished songs from your iPhone , fuck that. #DONDA2 ",,,,
@Night_prince_,Dope.,14 Feb 2022,I want to be a womanizer I don buy  iPhone what'snext? ,,,,
@furious_dirt,PARODY of myself,13 Feb 2022,"One of my friends recently went on an unprompted rant about apple products and I just sat there like ""well now I want to  buy an iPhone just to spite you when my current phone breaks"" ",,,,
@AlexxRuiz13,Alexx!,13 Feb 2022,it is from my mother !! this year i want to b   uy an iphone ,,,,
@KrishJa81123682,Krish Jaiswal,13 Feb 2022,"To everyone
Hi, I am Krish jaiswal here and I had recently bought an iPhone 12 mini and in the box you already know there is type-c to lighting cable but there's a problem I want to know that should I buy original apple usb to lighting by spending more money or buy an mficable. ",,,,
@IraroIruoIgbide,YAYAYO BILLION$,13 Feb 2022,"I want to  buy  iphone 13, I need sponsors ",,,,
@gaisie_utd,Bruno Gaisie,13 Feb 2022,@GCBBankPLC ,2,,,
@swavyee,SWAYVEE,13 Feb 2022,"This woman be thinking I want to  buy her an iPhone because i love her
I just want someone that will be playing COD with me ",,,,
@MohauDavid5,MK'®,13 Feb 2022,"Hi guys, i want to  buy a pre-owned iPhone x.
Any suggestions please . ",,,,
@TheJJJArmy,JesseJohnJones,13 Feb 2022,"Hello everyone, I just wanted to start a pole. I want to know what mobile phone you prefer the most? iPhone ?
Samsung?
Google Pixel?
Any other phone/Android? ( Tell me)

PS. I will always opt to buy any Android over iPhone but I just want to see what you guys enjoy the most. ",,,,
@MoralityPaul,Young Morality,12 Feb 2022,Please how much much should I add to GHC17 to buy  iphone 12pro... I want to check something. ,,,,
